ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Gas oil,,tonne,"3230,28",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Gas oil,,l,"  2,76",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Marine fuel oil,,tonne,"3159,50",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Marine fuel oil,,l,"  3,11",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Marine gas oil,,tonne,"3249,99",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Marine gas oil,,l,"  2,78",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Petrol (100% mineral petrol),,tonne,"3153,90",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Petrol (100% mineral petrol),,l,"  2,34",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Petrol (average biofuel blend),,tonne,"2903,08",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Petrol (average biofuel blend),,l,"  2,16",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Processed fuel oils - distillate oil,,tonne,"3230,28",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Processed fuel oils - distillate oil,,l,"  2,76",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Processed fuel oils - residual oil,,tonne,"3229,20",,
mobile-combustion,fuel-amount-method,fuel,Liquid fuels,Processed fuel oils - residual oil,,l,"  3,18",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Dual purpose 4X4,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Dual purpose 4X5,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Executive,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Lower medium,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Luxury,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Mini,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,MPV,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Sports,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Supermini,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Battery,Upper medium,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Dual purpose 4X4,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",km,"0,202964",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Dual purpose 4X5,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",mile,"0,32665",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",km,"0,174684",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",mile,"0,28114",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",km,"0,144614",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",mile,"0,23274",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",km,"0,212434",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",mile,"0,34189",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Mini,"This is the smallest category of car sometimes referred to as a city car. Examples include: Citroën C1, Fiat/Alfa Romeo 500 and Panda, Peugeot 107, Volkswagen up!, Renault TWINGO, Toyota AYGO, smart fortwo and Hyundai i 10.",km,"0,108294",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Mini,"This is the smallest category of car sometimes referred to as a city car. Examples include: Citroën C1, Fiat/Alfa Romeo 500 and Panda, Peugeot 107, Volkswagen up!, Renault TWINGO, Toyota AYGO, smart fortwo and Hyundai i 10.",mile,"0,17429",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,MPV,"These are multipurpose cars. Examples include: Ford C-Max, Renault Scenic, Volkswagen Touran, Opel Zafira, Ford B-Max, and Citroën C3 Picasso and C4 Picasso.",km,"0,177844",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",km,"0,170414",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",mile,"0,27426",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",km,"0,132764",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",mile,"0,21368",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",km,"0,161974",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Diesel,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",mile,"0,26068",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Dual purpose 4X4,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",km,"0,2106",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Dual purpose 4X5,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",mile,"0,33892",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",km,"0,21999",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",mile,"0,35404",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",km,"0,17162",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",mile,"0,2762",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",km,"0,32708",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",mile,"0,52638",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Mini,"This is the smallest category of car sometimes referred to as a city car. Examples include: Citroën C1, Fiat/Alfa Romeo 500 and Panda, Peugeot 107, Volkswagen up!, Renault TWINGO, Toyota AYGO, smart fortwo and Hyundai i 10.",km,"0,13421",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Mini,"This is the smallest category of car sometimes referred to as a city car. Examples include: Citroën C1, Fiat/Alfa Romeo 500 and Panda, Peugeot 107, Volkswagen up!, Renault TWINGO, Toyota AYGO, smart fortwo and Hyundai i 10.",mile,"0,21598",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,MPV,"These are multipurpose cars. Examples include: Ford C-Max, Renault Scenic, Volkswagen Touran, Opel Zafira, Ford B-Max, and Citroën C3 Picasso and C4 Picasso.",km,"0,19118",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",km,"0,24145",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",mile,"0,38857",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",km,"0,14802",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",mile,"0,23821",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",km,"0,19923",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Petrol,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",mile,"0,32063",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Dual purpose 4X4,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",km,"0,07471",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Dual purpose 4X5,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",mile,"0,12023",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",km,"0,06897",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",mile,"0,111",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",km,"0,06258",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",mile,"0,10072",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",km,"0,092",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",mile,"0,14806",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,MPV,"These are multipurpose cars. Examples include: Ford C-Max, Renault Scenic, Volkswagen Touran, Opel Zafira, Ford B-Max, and Citroën C3 Picasso and C4 Picasso.",km,"0,0518",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",km,"0,07674",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",mile,"0,1235",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",km,"0,02216",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",mile,"0,03567",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",km,"0,06667",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Plug-in hybrid,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",mile,"0,10731",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Dual purpose 4X4,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",km,"0,20518",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Dual purpose 4X5,"These are sport utility vehicles (SUVs) which have off-road capabilities and four-wheel drive. Examples include: Suzuki Jimny, Land Rover Discovery and Defender, Toyota Land Cruiser, and Nissan Pathfinder.",mile,"0,3302",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",km,"0,18547",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Executive,"These are large cars. Examples include: BMW 5 Series, Audi A5 and A6, Mercedes Benz E Class and Skoda Superb.",mile,"0,29849",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",km,"0,15893",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Lower medium,"This is a small, compact family car. Examples include: Volkswagen Golf, Ford Focus, Opel Astra, Audi A3, BMW 1 Series, Renault Mégane and Toyota Auris.",mile,"0,25577",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",km,"0,26458",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Luxury,"This is a luxury car which is niche in the European market. Examples include: Jaguar XF, Mercedes-Benz S-Class, .BMW 7 series, Audi A8, Porsche Panamera and Lexus LS.",mile,"0,42581",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Mini,"This is the smallest category of car sometimes referred to as a city car. Examples include: Citroën C1, Fiat/Alfa Romeo 500 and Panda, Peugeot 107, Volkswagen up!, Renault TWINGO, Toyota AYGO, smart fortwo and Hyundai i 10.",km,"0,134",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Mini,"This is the smallest category of car sometimes referred to as a city car. Examples include: Citroën C1, Fiat/Alfa Romeo 500 and Panda, Peugeot 107, Volkswagen up!, Renault TWINGO, Toyota AYGO, smart fortwo and Hyundai i 10.",mile,"0,21566",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,MPV,"These are multipurpose cars. Examples include: Ford C-Max, Renault Scenic, Volkswagen Touran, Opel Zafira, Ford B-Max, and Citroën C3 Picasso and C4 Picasso.",km,"0,18146",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",km,"0,23006",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Sports,"Sport cars are a small, usually two seater with two doors and designed for speed, high acceleration, and manoeuvrability. Examples include: Mercedes-Benz SLK, Audi TT, Porsche 911 and Boxster, and Peugeot RCZ.",mile,"0,37025",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",km,"0,14601",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Supermini,"This is a car that is larger than a city car, but smaller than a small family car. Examples include: Ford Fiesta, Renault CLIO, Volkswagen Polo, Citroën C2 and C3, Opel Corsa, Peugeot 208, and Toyota Yaris",mile,"0,23498",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",km,"0,17031",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by market segment)|Unknown fuel,Upper medium,"This is classed as a large family car. Examples include: BMW 3 Series, ŠKODA Octavia, Volkswagen Passat, Audi A4, Mercedes Benz C Class and Peugeot 508.",mile,"0,27407",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Battery,Average car,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Battery,Large car,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Battery,Medium car,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Battery,Small car,,,,,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|CNG,Average car,Unknown engine size.,km,"0,17517",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|CNG,Average car,Unknown engine size.,mile,"0,2819",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|CNG,Large car,"Petrol/LPG/CNG - 2.0-litre engine +
Diesel - 2.0-litre engine +
Others - vehicles models of a similar size (i.e. generally market segment D and above)",km,"0,23578",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|CNG,Large car,"Petrol/LPG/CNG - 2.0-litre engine +
Diesel - 2.0-litre engine +
Others - vehicles models of a similar size (i.e. generally market segment D and above)",mile,"0,37944",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|CNG,Medium car,"Petrol/LPG/CNG - from 1.4-litre to 2.0-litre engine
Diesel - from 1.7-litre to 2.0-litre engine
Others - vehicles models of a similar size (i.e. generally market segment C)",km,"0,15803",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|CNG,Medium car,"Petrol/LPG/CNG - from 1.4-litre to 2.0-litre engine
Diesel - from 1.7-litre to 2.0-litre engine
Others - vehicles models of a similar size (i.e. generally market segment C)",mile,"0,25433",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Average car,Unknown engine size.,km,"0,17082",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Average car,Unknown engine size.,mile,"0,27492",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Large car,"Petrol/LPG/CNG - 2.0-litre engine +
Diesel - 2.0-litre engine +
Others - vehicles models of a similar size (i.e. generally market segment D and above)",km,"0,20953",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Large car,"Petrol/LPG/CNG - 2.0-litre engine +
Diesel - 2.0-litre engine +
Others - vehicles models of a similar size (i.e. generally market segment D and above)",mile,"0,33722",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Medium car,"Petrol/LPG/CNG - from 1.4-litre to 2.0-litre engine
Diesel - from 1.7-litre to 2.0-litre engine
Others - vehicles models of a similar size (i.e. generally market segment C)",km,"0,168",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Medium car,"Petrol/LPG/CNG - from 1.4-litre to 2.0-litre engine
Diesel - from 1.7-litre to 2.0-litre engine
Others - vehicles models of a similar size (i.e. generally market segment C)",mile,"0,27039",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Small car,"Petrol/LPG/CNG - up to a 1.4-litre engine
Diesel - up to a 1.7-litre engine
Others - vehicles models of a similar size (i.e. market segment A or B)",km,"0,13989",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Diesel,Small car,"Petrol/LPG/CNG - up to a 1.4-litre engine
Diesel - up to a 1.7-litre engine
Others - vehicles models of a similar size (i.e. market segment A or B)",mile,"0,22514",,
mobile-combustion,vehicle-type-method,vehicle,Cars (by size)|Hybrid,Average car,Unknown engine size.,km,"0,12004",,
